B128,4:00,19.12.2023,16.12.2023 6:00,16.12.2023 6:00,Savin Naum Eremeevich,I2342344,4776 827346
Y128,5:00,12.12.2023,17.12.2023 7:00,17.12.2023 7:34,Rodionov Konstantin Boguslavovich,I2342345,4777 827346
M128,6:00,13.12.2023,18.12.2023 8:00,18.12.2023 8:00,Vinogradov Isaak Alekseevich,I2342346,4778 827346
L128,7:00,14.12.2023,19.12.2023 9:00,19.12.2023 9:16,Denisov Kornelij Pjotrovich,I2342347,4779 827346
U129,8:00,15.12.2023,11.12.2023 10:00,11.12.2023 10:22,Turov Oskar Sergeevich,I2342348,4780 827346
W129,9:00,16.12.2023,12.12.2023 2:00,12.12.2023 2:12,Sidorov Boris Sergeevich,I2342349,4781 827346
A129,10:00,17.12.2023,13.12.2023 3:00,13.12.2023 3:53,Rybakov Adrian Al'vianovich,I2342350,4782 827346
S129,11:00,18.12.2023,14.12.2023 4:00,14.12.2023 4:17,Doronin Pankratij Vital'evich,I2342351,4783 827346
F129,12:00,19.12.2023,15.12.2023 5:00,15.12.2023 5:50,Nikonov Askol'd Dmitrievich,I2342352,4784 827346
B129,13:00,12.12.2023,16.12.2023 6:00,16.12.2023 6:00,Prohorov Boleslav Adol'fovich,I2342353,4785 827346
Y129,14:00,13.12.2023,17.12.2023 7:00,17.12.2023 7:34,Avdeev Solomon Eremeevich,I2342354,4786 827346
M129,15:00,14.12.2023,18.12.2023 8:00,18.12.2023 8:00,Kozlov Maksimilian Adol'fovich,I2342355,4787 827346
L129,16:00,15.12.2023,19.12.2023 9:00,19.12.2023 9:16,Belousov Ermolaj Julianovich,I2342356,4788 827346
U130,17:00,16.12.2023,11.12.2023 10:00,11.12.2023 10:22,Mishin Varlam Dmitr'evich,I2342357,4789 827346
W130,18:00,17.12.2023,12.12.2023 2:00,12.12.2023 2:12,Pahomov Velorij Natanovich,I2342358,4790 827346
A130,19:00,18.12.2023,13.12.2023 3:00,13.12.2023 3:53,Kondrat'ev Nikifor Evgen'evich,I2342359,4791 827346
S130,20:00,19.12.2023,14.12.2023 4:00,14.12.2023 4:17,Doronin Kassian Filatovich,I2342360,4792 827346
F130,21:00,12.12.2023,15.12.2023 5:00,15.12.2023 5:50,Mishin Ivan Alekseevich,I2342361,4793 827346
B130,22:00,13.12.2023,16.12.2023 6:00,16.12.2023 6:00,Uvarov Naum Kuprijanovich,I2342362,4794 827346
Y130,23:00,14.12.2023,17.12.2023 7:00,17.12.2023 7:34,Uvarov Pantelej Robertovich,I2342363,4795 827346
M130,0:00,15.12.2023,18.12.2023 8:00,18.12.2023 8:00,Krjukov Kim Efimovich,I2342364,4796 827346
L130,1:00,16.12.2023,19.12.2023 9:00,19.12.2023 9:16,Kononov Donat Rubenovich,I2342365,4797 827346
U131,2:00,17.12.2023,11.12.2023 10:00,11.12.2023 10:22,Rodionov Aleksej Olegovich,I2342366,4798 827346
W131,3:00,18.12.2023,12.12.2023 2:00,12.12.2023 2:12,Lukin Avgustin Mihailovich,I2342367,4799 827346
A131,4:00,19.12.2023,13.12.2023 3:00,13.12.2023 3:53,Isakov Ljudvig Gennad'evich,I2342368,4800 827346
S131,5:00,12.12.2023,14.12.2023 4:00,14.12.2023 4:17,Efimov Filipp Gennad'evich,I2342369,4801 827346
F131,6:00,13.12.2023,15.12.2023 5:00,15.12.2023 5:50,Frolov Arhip Proklovich,I2342370,4802 827346
B131,7:00,14.12.2023,16.12.2023 6:00,16.12.2023 6:00,Kuznecov Elisej Fedotovich,I2342371,4803 827346
Y131,8:00,15.12.2023,17.12.2023 7:00,17.12.2023 7:34,Emel'janov Benedikt Georgievich,I2342372,4804 827346
M131,9:00,16.12.2023,18.12.2023 8:00,18.12.2023 8:00,Galkin Jakov Hristoforovich,I2342373,4805 827346
L131,10:00,17.12.2023,19.12.2023 9:00,19.12.2023 9:16,Voroncov Fedor Konstantinovich,I2342374,4806 827346
U132,11:00,18.12.2023,11.12.2023 10:00,11.12.2023 10:22,Egorov Gleb Vital'evich,I2342375,4807 827346
W132,12:00,19.12.2023,12.12.2023 2:00,12.12.2023 2:12,Gromov Vladimir Avdeevich,I2342376,4808 827346
A132,13:00,12.12.2023,13.12.2023 3:00,13.12.2023 3:53,Tihonov Avvakuum Germanovich,I2342377,4809 827346
S132,14:00,13.12.2023,14.12.2023 4:00,14.12.2023 4:17,Miheev Ruslan Gennad'evich,I2342378,4810 827346
S151,17:00,14.12.2023,15.12.2023 5:00,15.12.2023 5:50,Vladimirov Luka Daniilovich,I2342379,4811 827346
F151,18:00,15.12.2023,16.12.2023 6:00,16.12.2023 6:00,Voronov Savelij Fedorovich,I2342380,4812 827346
B151,19:00,16.12.2023,17.12.2023 7:00,17.12.2023 7:34,Mironov Feliks Pjotrovich,I2342381,4813 827346
Y151,20:00,17.12.2023,18.12.2023 8:00,18.12.2023 8:00,Simonov Avgustin Serapionovich,I2342382,4814 827346
M151,21:00,18.12.2023,19.12.2023 9:00,19.12.2023 9:16,Sharapov Kondratij Georgievich,I2342383,4815 827346
L151,22:00,19.12.2023,11.12.2023 10:00,11.12.2023 10:22,Murav'jov Venedikt Arsen'evich,I2342384,4816 827346
U152,23:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Pahomov Akim Valentinovich,I2342385,4817 827346
W152,0:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Sokolov Boris Proklovich,I2342386,4818 827346
A152,1:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Koroljov Agafon Kimovich,I2342387,4819 827346
S152,2:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Dement'ev Kazimir Alekseevich,I2342388,4820 827346
F152,3:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Noskov Samuil Jakovlevich,I2342389,4821 827346
B152,4:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Silin Tihon Dmitrievich,I2342390,4822 827346
Y152,5:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Gavrilov Al'fred Luk'janovich,I2342391,4823 827346
M152,6:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Ivanov Arsen Oskarovich,I2342392,4824 827346
L152,7:00,12.12.2023,11.12.2023 10:00,11.12.2023 10:22,Filippov Lev Ruslanovich,I2342393,4825 827346
U153,8:00,13.12.2023,12.12.2023 2:00,12.12.2023 2:12,Isakov Natan Alekseevich,I2342394,4826 827346
W153,9:00,14.12.2023,13.12.2023 3:00,13.12.2023 3:53,Zaharov Kondratij Nikitevich,I2342395,4827 827346
A153,10:00,15.12.2023,14.12.2023 4:00,14.12.2023 4:17,Naumov Nikifor Borisovich,I2342396,4828 827346
S153,11:00,16.12.2023,15.12.2023 5:00,15.12.2023 5:50,Stepanov Ljudvig Irineevich,I2342397,4829 827346
F153,12:00,17.12.2023,16.12.2023 6:00,16.12.2023 6:00,Egorov Pavel Gelas'evich,I2342398,4830 827346
B153,13:00,18.12.2023,17.12.2023 7:00,17.12.2023 7:34,Semjonov Svjatoslav Konstantinovich,I2342399,4831 827346
Y153,14:00,19.12.2023,18.12.2023 8:00,18.12.2023 8:00,Gorshkov Flor Nikitevich,I2342400,4832 827346
M153,15:00,12.12.2023,19.12.2023 9:00,19.12.2023 9:16,Sobolev Bogdan Jakunovich,I2342401,4833 827346
L153,16:00,13.12.2023,11.12.2023 10:00,11.12.2023 10:22,Kirillov Adam Jakunovich,I2342402,4834 827346
U154,17:00,14.12.2023,12.12.2023 2:00,12.12.2023 2:12,Kondrat'ev Kliment Filatovich,I2342403,4835 827346
W154,18:00,15.12.2023,13.12.2023 3:00,13.12.2023 3:53,Rodionov Mecheslav Timurovich,I2342404,4836 827346
A154,19:00,16.12.2023,14.12.2023 4:00,14.12.2023 4:17,Efimov Al'fred Gordeevich,I2342405,4837 827346
S154,20:00,17.12.2023,15.12.2023 5:00,15.12.2023 5:50,Koroljov Kondratij Il'jaovich,I2342406,4838 827346
F154,21:00,18.12.2023,16.12.2023 6:00,16.12.2023 6:00,Antonov Miroslav Avksent'evich,I2342407,4839 827346
U123,2:00,19.12.2023,17.12.2023 7:00,17.12.2023 7:34,Avdeev Apollon Ulebovich,I2342408,4840 827346
W123,3:00,11.12.2023,18.12.2023 8:00,18.12.2023 8:00,Morozov Daniil Vadimovich,I2342409,4841 827346
A123,4:00,12.12.2023,19.12.2023 9:00,19.12.2023 9:16,Judin Oleg Robertovich,I2342410,4842 827346
S123,5:00,13.12.2023,11.12.2023 10:00,11.12.2023 10:22,Shilov Ivan Vsevolodovich,I2342411,4843 827346
F123,6:00,14.12.2023,12.12.2023 2:00,12.12.2023 2:12,Doronin Vasilij Mihailovich,I2342412,4844 827346
B123,7:00,15.12.2023,13.12.2023 3:00,13.12.2023 3:53,Ovchinnikov Jakov Germannovich,I2342413,4845 827346
Y123,8:00,16.12.2023,14.12.2023 4:00,14.12.2023 4:17,Turov Ermolaj Agafonovich,I2342414,4846 827346
M123,9:00,17.12.2023,15.12.2023 5:00,15.12.2023 5:50,Voroncov Isak Sergeevich,I2342415,4847 827346
L123,10:00,18.12.2042,16.12.2023 6:00,16.12.2023 6:00,Kirillov Ruslan Julianovich,I2342416,4848 827346
U124,11:00,19.12.2042,17.12.2023 7:00,17.12.2023 7:34,Denisov Aver'jan Avksent'evich,I2342417,4849 827346
W124,12:00,11.12.2023,18.12.2023 8:00,18.12.2023 8:00,Maksimov Bogdan Frolovich,I2342418,4850 827346
A124,13:00,12.12.2023,19.12.2023 9:00,19.12.2023 9:16,Grigor'ev Matvej Denisovich,I2342419,4851 827346
S124,14:00,13.12.2023,11.12.2023 10:00,11.12.2023 10:22,Kononov Garri Vjacheslavovich,I2342420,4852 827346
F124,15:00,14.12.2023,12.12.2023 2:00,12.12.2023 2:12,Rybakov Robert Ruslanovich,I2342421,4853 827346
B124,16:00,15.12.2023,13.12.2023 3:00,13.12.2023 3:53,Ivanov Azarij Mjelsovich,I2342422,4854 827346
Y124,17:00,12.12.2023,14.12.2023 4:00,14.12.2023 4:17,Artem'ev Ermak Hristoforovich,I2342423,4855 827346
M124,18:00,13.12.2023,15.12.2023 5:00,15.12.2023 5:50,Gordeev Karl Ruslanovich,I2342424,4856 827346
L124,19:00,14.12.2023,16.12.2023 6:00,16.12.2023 6:00,Maksimov David Stepanovich,I2342425,4857 827346
U125,20:00,15.12.2023,17.12.2023 7:00,17.12.2023 7:34,Lobanov Anatolij Frolovich,I2342426,4858 827346
W125,21:00,16.12.2023,18.12.2023 8:00,18.12.2023 8:00,Il'in Arnol'd Mitrofanovich,I2342427,4859 827346
A125,22:00,17.12.2023,19.12.2023 9:00,19.12.2023 9:16,Solov'jov Askol'd Georg'evich,I2342428,4860 827346
S125,23:00,18.12.2023,11.12.2023 10:00,11.12.2023 10:22,Agafonov Jan Alekseevich,I2342429,4861 827346
F125,0:00,19.12.2023,12.12.2023 2:00,12.12.2023 2:12,Suhanov Savelij Vjacheslavovich,I2342430,4862 827346
B125,1:00,12.12.2023,13.12.2023 3:00,13.12.2023 3:53,Ivanov Velor Rostislavovich,I2342431,4863 827346
Y125,2:00,13.12.2023,14.12.2023 4:00,14.12.2023 4:17,Dorofeev Luka Ivanovich,I2342432,4864 827346
M125,3:00,14.12.2023,15.12.2023 5:00,15.12.2023 5:50,Vasil'ev Martyn Dem'janovich,I2342433,4865 827346
L125,4:00,15.12.2023,16.12.2023 6:00,16.12.2023 6:00,Denisov Makar Gennadievich,I2342434,4866 827346
U126,5:00,16.12.2023,17.12.2023 7:00,17.12.2023 7:34,Silin Iraklij Parfen'evich,I2342435,4867 827346
W126,6:00,17.12.2023,18.12.2023 8:00,18.12.2023 8:00,Mihajlov Adol'f Avdeevich,I2342436,4868 827346
A126,7:00,18.12.2023,19.12.2023 9:00,19.12.2023 9:16,Ivankov Orest Sozonovich,I2342437,4869 827346
S126,8:00,19.12.2023,11.12.2023 10:00,11.12.2023 10:22,Sharapov Platon Valentinovich,I2342438,4870 827346
F126,9:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Orehov Moisej Valer'evich,I2342439,4871 827346
B126,10:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Potapov Ibragil Leonidovich,I2342440,4872 827346
Y126,11:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Kulakov Daniil Jaroslavovich,I2342441,4873 827346
M126,12:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Avdeev Gerasim Frolovich,I2342442,4874 827346
L126,13:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Seleznjov Pantelej Dmitr'evich,I2342443,4875 827346
U127,14:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Frolov Avgust Andreevich,I2342444,4876 827346
W127,15:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Rybakov Avvakuum Daniilovich,I2342445,4877 827346
A127,16:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Kuz'min Feliks Petrovich,I2342446,4878 827346
S127,17:00,12.12.2023,11.12.2023 10:00,11.12.2023 10:22,Murav'jov Venedikt Vladlenovich,I2342447,4879 827346
F127,18:00,13.12.2023,12.12.2023 2:00,12.12.2023 2:12,Bespalov David Aristarhovich,I2342448,4880 827346
B127,19:00,14.12.2023,13.12.2023 3:00,13.12.2023 3:53,Kononov Justin Veniaminovich,I2342449,4881 827346
Y127,20:00,15.12.2023,14.12.2023 4:00,14.12.2023 4:17,Rozhkov Jakov Oskarovich,I2342450,4882 827346
M127,21:00,16.12.2023,15.12.2023 5:00,15.12.2023 5:50,Krylov Ermolaj Mironovich,I2342451,4883 827346
L127,22:00,17.12.2023,16.12.2023 6:00,16.12.2023 6:00,Zykov Vol'demar Kuprijanovich,I2342452,4884 827346
U128,23:00,18.12.2023,17.12.2023 7:00,17.12.2023 7:34,Loginov Savelij Mjelorovich,I2342453,4885 827346
W128,0:00,19.12.2023,18.12.2023 8:00,18.12.2023 8:00,Maksimov Oleg Igorevich,I2342454,4886 827346
A128,1:00,12.12.2023,19.12.2023 9:00,19.12.2023 9:16,Mel'nikov Ljubov' Vladislavovich,I2342455,4887 827346
S128,2:00,13.12.2023,11.12.2023 10:00,11.12.2023 10:22,Sitnikov Klim Stepanovich,I2342456,4888 827346
F128,3:00,14.12.2023,12.12.2023 2:00,12.12.2023 2:12,Savin Trofim Oskarovich,I2342457,4889 827346
B128,4:00,15.12.2023,13.12.2023 3:00,13.12.2023 3:53,Nosov Igor' Denisovich,I2342458,4890 827346
Y128,5:00,16.12.2023,14.12.2023 4:00,14.12.2023 4:17,Mishin Jan Robertovich,I2342459,4891 827346
M128,6:00,17.12.2023,15.12.2023 5:00,15.12.2023 5:50,Beljaev Tihon Ulebovich,I2342460,4892 827346
L128,7:00,18.12.2023,16.12.2023 6:00,16.12.2023 6:00,Osipov Arsenij Tihonovich,I2342461,4893 827346
U129,8:00,19.12.2023,17.12.2023 7:00,17.12.2023 7:34,Naumov Georgij Semjonovich,I2342462,4894 827346
W129,9:00,12.12.2023,18.12.2023 8:00,18.12.2023 8:00,Gur'ev Orest Robertovich,I2342463,4895 827346
A129,10:00,13.12.2023,19.12.2023 9:00,19.12.2023 9:16,Fjodorov Svjatoslav Fedoseevich,I2342464,4896 827346
S129,11:00,14.12.2023,11.12.2023 10:00,11.12.2023 10:22,Baranov Georgij Danilovich,I2342465,4897 827346
F129,12:00,15.12.2023,12.12.2023 2:00,12.12.2023 2:12,Mel'nikov Ninel' Luk'janovich,I2342466,4898 827346
B129,13:00,16.12.2023,13.12.2023 3:00,13.12.2023 3:53,Poljakov Avvakuum Julianovich,I2342467,4899 827346
Y129,14:00,17.12.2023,14.12.2023 4:00,14.12.2023 4:17,Novikov Ruben Antonovich,I2342468,4900 827346
M129,15:00,18.12.2023,15.12.2023 5:00,15.12.2023 5:50,Turov Ermak Nikolaevich,I2342469,4901 827346
L129,16:00,19.12.2023,16.12.2023 6:00,16.12.2023 6:00,Doronin Avgust Alekseevich,I2342470,4902 827346
U130,17:00,12.12.2023,17.12.2023 7:00,17.12.2023 7:34,Sharapov Mihail Oskarovich,I2342471,4903 827346
W130,18:00,13.12.2023,18.12.2023 8:00,18.12.2023 8:00,Kotov Lavr Davidovich,I2342472,4904 827346
A130,19:00,14.12.2023,19.12.2023 9:00,19.12.2023 9:16,Shestakov Gurij Olegovich,I2342473,4905 827346
S130,20:00,15.12.2023,11.12.2023 10:00,11.12.2023 10:22,Sharapov Osip Oskarovich,I2342474,4906 827346
F130,21:00,16.12.2023,12.12.2023 2:00,12.12.2023 2:12,Volkov Velorij Jel'darovich,I2342475,4907 827346
B130,22:00,17.12.2023,13.12.2023 3:00,13.12.2023 3:53,Bogdanov Pavel Valentinovich,I2342476,4908 827346
Y130,23:00,18.12.2023,14.12.2023 4:00,14.12.2023 4:17,Kapustin Pankrat Naumovich,I2342477,4909 827346
M130,0:00,19.12.2023,15.12.2023 5:00,15.12.2023 5:50,Doronin Egor Mihailovich,I2342478,4910 827346
L130,1:00,12.12.2023,16.12.2023 6:00,16.12.2023 6:00,Kononov Velorij Sozonovich,I2342479,4911 827346
U131,2:00,13.12.2023,17.12.2023 7:00,17.12.2023 7:34,Borisov Filipp Grigor'evich,I2342480,4912 827346
W131,3:00,14.12.2023,18.12.2023 8:00,18.12.2023 8:00,Bobyljov Jakov Artemovich,I2342481,4913 827346
A131,4:00,15.12.2023,19.12.2023 9:00,19.12.2023 9:16,Uvarov Emel'jan Mjelorovich,I2342482,4914 827346
S131,5:00,16.12.2023,11.12.2023 10:00,11.12.2023 10:22,Fokin Leontij Hristoforovich,I2342483,4915 827346
F131,6:00,17.12.2023,12.12.2023 2:00,12.12.2023 2:12,Matveev Ljubomir Tihonovich,I2342484,4916 827346
B131,7:00,18.12.2023,13.12.2023 3:00,13.12.2023 3:53,Zaharov Ninel' Maksimovich,I2342485,4917 827346
Y131,8:00,19.12.2023,14.12.2023 4:00,14.12.2023 4:17,Murav'jov Mstislav Makarovich,I2342486,4918 827346
M131,9:00,12.12.2023,15.12.2023 5:00,15.12.2023 5:50,Merkushev Klement Feliksovich,I2342487,4919 827346
L131,10:00,13.12.2023,16.12.2023 6:00,16.12.2023 6:00,Sergeev Filipp Stanislavovich,I2342488,4920 827346
U132,11:00,14.12.2023,17.12.2023 7:00,17.12.2023 7:34,Lobanov Innokentij Maksimovich,I2342489,4921 827346
W132,12:00,15.12.2023,18.12.2023 8:00,18.12.2023 8:00,Nesterov Rostislav Antonovich,I2342490,4922 827346
A132,13:00,16.12.2023,19.12.2023 9:00,19.12.2023 9:16,Fadeev Luka Mjelsovich,I2342491,4923 827346
S132,14:00,17.12.2023,11.12.2023 10:00,11.12.2023 10:22,Nosov Mark Sozonovich,I2342492,4924 827346
S151,17:00,18.12.2023,12.12.2023 2:00,12.12.2023 2:12,Zinov'ev Efrem Valer'evich,I2342493,4925 827346
F151,18:00,19.12.2023,13.12.2023 3:00,13.12.2023 3:53,Ignatov Ruslan Antoninovich,I2342494,4926 827346
B151,19:00,12.12.2023,14.12.2023 4:00,14.12.2023 4:17,Turov Pankrat Kirillovich,I2342495,4927 827346
Y151,20:00,13.12.2023,15.12.2023 5:00,15.12.2023 5:50,Murav'jov Azarij Iosifovich,I2342496,4928 827346
M151,21:00,14.12.2023,16.12.2023 6:00,16.12.2023 6:00,Grishin Valentin Vladislavovich,I2342497,4929 827346
L151,22:00,15.12.2023,17.12.2023 7:00,17.12.2023 7:34,Ustinov Tihon Fedotovich,I2342498,4930 827346
U152,23:00,16.12.2023,18.12.2023 8:00,18.12.2023 8:00,Lavrent'ev Solomon Robertovich,I2342499,4931 827346
W152,0:00,17.12.2023,19.12.2023 9:00,19.12.2023 9:16,Komissarov Timofej Gordeevich,I2342500,4932 827346
A152,1:00,18.12.2023,11.12.2023 10:00,11.12.2023 10:22,Shirjaev Arnol'd Mironovich,I2342501,4933 827346
S152,2:00,19.12.2023,12.12.2023 2:00,12.12.2023 2:12,Suvorov Varlam Gennadievich,I2342502,4934 827346
F152,3:00,12.12.2023,13.12.2023 3:00,13.12.2023 3:53,Nosov Akim Denisovich,I2342503,4935 827346
B152,4:00,13.12.2023,14.12.2023 4:00,14.12.2023 4:17,Shherbakov Julij Olegovich,I2342504,4936 827346
Y152,5:00,14.12.2023,15.12.2023 5:00,15.12.2023 5:50,Nekrasov Jan Ulebovich,I2342505,4937 827346
M152,6:00,15.12.2023,16.12.2023 6:00,16.12.2023 6:00,Rjabov Averkij Parfen'evich,I2342506,4938 827346
L152,7:00,16.12.2023,17.12.2023 7:00,17.12.2023 7:34,Turov Avraam Avksent'evich,I2342507,4939 827346
U153,8:00,17.12.2023,18.12.2023 8:00,18.12.2023 8:00,Karpov Nelli Mihajlovich,I2342508,4940 827346
W153,9:00,18.12.2023,19.12.2023 9:00,19.12.2023 9:16,Potapov Klement Kimovich,I2342509,4941 827346
A153,10:00,19.12.2023,11.12.2023 10:00,11.12.2023 10:22,Denisov Emel'jan Viktorovich,I2342510,4942 827346
S153,11:00,12.12.2023,12.12.2023 2:00,12.12.2023 2:12,Sharov German Makarovich,I2342511,4943 827346
F153,12:00,13.12.2023,13.12.2023 3:00,13.12.2023 3:53,Rusakov Leontij Pjotrovich,I2342512,4944 827346
B153,13:00,14.12.2023,14.12.2023 4:00,14.12.2023 4:17,Maslov Vladimir Denisovich,I2342513,4945 827346
Y153,14:00,15.12.2023,15.12.2023 5:00,15.12.2023 5:50,Maksimov Lev Donatovich,I2342514,4946 827346
M153,15:00,16.12.2023,16.12.2023 6:00,16.12.2023 6:00,Simonov Gordej Germanovich,I2342515,4947 827346
L153,16:00,17.12.2023,17.12.2023 7:00,17.12.2023 7:34,Lytkin Vlas Kimovich,I2342516,4948 827346
U154,17:00,18.12.2023,18.12.2023 8:00,18.12.2023 8:00,Ivankov Boris Dem'janovich,I2342517,4949 827346
W154,18:00,19.12.2023,19.12.2023 9:00,19.12.2023 9:16,Kozlov Ustin Gordeevich,I2342518,4950 827346
A154,19:00,12.12.2023,11.12.2023 10:00,11.12.2023 10:22,Krjukov Anton Maksovich,I2342519,4951 827346
S154,20:00,13.12.2023,12.12.2023 2:00,12.12.2023 2:12,Zimin Matvej Avksent'evich,I2342520,4952 827346
F154,21:00,14.12.2023,13.12.2023 3:00,13.12.2023 3:53,Kostin Zahar Lavrent'evich,I2342521,4953 827346
U123,2:00,15.12.2023,14.12.2023 4:00,14.12.2023 4:17,Rybakov Nikolaj Kirillovich,I2342522,4954 827346
W123,3:00,16.12.2023,15.12.2023 5:00,15.12.2023 5:50,Potapov Daniil Maksimovich,I2342523,4955 827346
A123,4:00,17.12.2023,16.12.2023 6:00,16.12.2023 6:00,Zuev Vjacheslav Alekseevich,I2342524,4956 827346
S123,5:00,18.12.2023,17.12.2023 7:00,17.12.2023 7:34,Orlov Bronislav Vasil'evich,I2342525,4957 827346
F123,6:00,19.12.2023,18.12.2023 8:00,18.12.2023 8:00,Kalinin Petr Sozonovich,I2342526,4958 827346
B123,7:00,12.12.2023,19.12.2023 9:00,19.12.2023 9:16,Tarasov Lavr Maksimovich,I2342527,4959 827346
Y123,8:00,13.12.2023,11.12.2023 10:00,11.12.2023 10:22,Popov Kim Andreevich,I2342528,4960 827346
M123,9:00,14.12.2023,12.12.2023 2:00,12.12.2023 2:12,Lihachjov Rostislav Viktorovich,I2342529,4961 827346
L123,10:00,15.12.2023,13.12.2023 3:00,13.12.2023 3:53,Silin Vasilij Stepanovich,I2342530,4962 827346
U124,11:00,16.12.2023,14.12.2023 4:00,14.12.2023 4:17,Bogdanov Maksimilian Tarasovich,I2342531,4963 827346
W124,12:00,17.12.2023,15.12.2023 5:00,15.12.2023 5:50,Molchanov Dem'jan Andreevich,I2342532,4964 827346
A124,13:00,18.12.2023,16.12.2023 6:00,16.12.2023 6:00,Sitnikov Averkij Stepanovich,I2342533,4965 827346
S124,14:00,19.12.2023,17.12.2023 7:00,17.12.2023 7:34,Komissarov Vladislav Jakunovich,I2342534,4966 827346
F124,15:00,12.12.2023,18.12.2023 8:00,18.12.2023 8:00,Gordeev Osip Egorovich,I2342535,4967 827346
B124,16:00,13.12.2023,19.12.2023 9:00,19.12.2023 9:16,Nazarov Efrem Maksimovich,I2342536,4968 827346
Y124,17:00,14.12.2023,11.12.2023 10:00,11.12.2023 10:22,Nikitin Svjatoslav Semenovich,I2342537,4969 827346
M124,18:00,15.12.2023,12.12.2023 2:00,12.12.2023 2:12,Arhipov Taras Semenovich,I2342538,4970 827346
L124,19:00,16.12.2023,13.12.2023 3:00,13.12.2023 3:53,Kostin Ruslan Rubenovich,I2342539,4971 827346
U125,20:00,17.12.2023,14.12.2023 4:00,14.12.2023 4:17,Efimov Lazar' Il'jaovich,I2342540,4972 827346
W125,21:00,18.12.2023,15.12.2023 5:00,15.12.2023 5:50,Nikitin Apollon Jakunovich,I2342541,4973 827346
A125,22:00,19.12.2023,16.12.2023 6:00,16.12.2023 6:00,Sobolev Modest Grigor'evich,I2342542,4974 827346
S125,23:00,12.12.2023,17.12.2023 7:00,17.12.2023 7:34,Gromov Konstantin Konstantinovich,I2342543,4975 827346
F125,0:00,13.12.2023,18.12.2023 8:00,18.12.2023 8:00,Sysoev Kazimir Gennad'evich,I2342544,4976 827346
B125,1:00,14.12.2023,19.12.2023 9:00,19.12.2023 9:16,Trofimov Maksimilian Mihailovich,I2342545,4977 827346
Y125,2:00,15.12.2023,11.12.2023 10:00,11.12.2023 10:22,Komarov Afanasij L'vovich,I2342546,4978 827346
M125,3:00,16.12.2023,12.12.2023 2:00,12.12.2023 2:12,Panfilov Jurij Fedorovich,I2342547,4979 827346
L125,4:00,17.12.2023,13.12.2023 3:00,13.12.2023 3:53,Vishnjakov Ivan Evseevich,I2342548,4980 827346
U126,5:00,18.12.2023,14.12.2023 4:00,14.12.2023 4:17,Pahomov Kondrat Antonovich,I2342549,4981 827346
W126,6:00,19.12.2023,15.12.2023 5:00,15.12.2023 5:50,Shestakov Platon Valer'evich,I2342550,4982 827346
A126,7:00,11.12.2023,16.12.2023 6:00,16.12.2023 6:00,Kudrjavcev Georgij Daniilovich,I2342551,4983 827346
S126,8:00,12.12.2023,17.12.2023 7:00,17.12.2023 7:34,Emel'janov Azarij Makarovich,I2342552,4984 827346
F126,9:00,13.12.2023,18.12.2023 8:00,18.12.2023 8:00,Bespalov Jan Al'bertovich,I2342553,4985 827346
B126,10:00,14.12.2023,19.12.2023 9:00,19.12.2023 9:16,Titov Julij Iosifovich,I2342554,4986 827346
Y126,11:00,15.12.2023,11.12.2023 10:00,11.12.2023 10:22,Moiseev Kondrat Denisovich,I2342555,4987 827346
M126,12:00,16.12.2023,12.12.2023 2:00,12.12.2023 2:12,Fomin Pantelejmon Semenovich,I2342556,4988 827346
L126,13:00,17.12.2023,13.12.2023 3:00,13.12.2023 3:53,Popov Arsenij Avksent'evich,I2342557,4989 827346
U127,14:00,18.12.2042,14.12.2023 4:00,14.12.2023 4:17,Kulakov Venedikt Egorovich,I2342558,4990 827346
W127,15:00,19.12.2042,15.12.2023 5:00,15.12.2023 5:50,Sazonov Nison Kimovich,I2342559,4991 827346
A127,16:00,11.12.2023,16.12.2023 6:00,16.12.2023 6:00,Mel'nikov Arsen Jur'evich,I2342560,4992 827346
S127,17:00,12.12.2023,17.12.2023 7:00,17.12.2023 7:34,Savel'ev Arsenij Sergeevich,I2342561,4993 827346
F127,18:00,13.12.2023,18.12.2023 8:00,18.12.2023 8:00,Il'in Miroslav Robertovich,I2342562,4994 827346
B127,19:00,14.12.2023,19.12.2023 9:00,19.12.2023 9:16,Sharov Gajanje Agafonovich,I2342563,4995 827346
Y127,20:00,15.12.2023,11.12.2023 10:00,11.12.2023 10:22,Isaev Ljubov' Hristoforovich,I2342564,4996 827346
